MAF/TIGER Object Identifier,Zip Code Tabulation Area Code,Geographic Identifier,Base Name,Legal/Statistical Area Description Code,Name,ZIP Code Tabulation Area FIPS Class Code,MAF/TIGER Feature Class Code,Functional Status,Land Area (Square Meters),Water Area (Square Meters),Centroid Latitude,Centroid Longitude,Internal Point Latitude,Internal Point Longitude,Decennial Housing Count,Decennial Population Count,Object ID,Shape Area,Shape Length
2.21704E+14,99022,99022,99022,Z5,ZCTA5 99022,B5,G6350,S,176988836,4782546,47.6008353,-117.7087214,47.5997801,-117.7089846,3459,8867,9722,399550177.5,182027.0628
2.21704E+14,98314,98314,98314,Z5,ZCTA5 98314,B5,G6350,S,302292,0,47.5624714,-122.6387188,47.5624714,-122.6387188,41,991,9723,663497.9688,5669.089563
2.21704E+14,98220,98220,98220,Z5,ZCTA5 98220,B5,G6350,S,52547987,298741,48.6852715,-122.196776,48.6849452,-122.1951937,257,612,9724,121145025.6,62697.16001
2.21704E+14,98364,98364,98364,Z5,ZCTA5 98364,B5,G6350,S,90919,0,47.8543532,-122.5861135,47.8543532,-122.5861135,20,72,9725,201789.1328,2917.041603
2.21704E+14,98439,98439,98439,Z5,ZCTA5 98439,B5,G6350,S,14095505,18871,47.131617,-122.4960401,47.1308624,-122.5021917,2048,5474,9726,30480899.1,39987.07037
2.21704E+14,98836,98836,98836,Z5,ZCTA5 98836,B5,G6350,S,18533812,222482,47.4761245,-120.429073,47.471923,-120.4384747,191,515,9727,41033530.13,41828.80697
2.21704E+14,98286,98286,98286,Z5,ZCTA5 98286,B5,G6350,S,19933343,24255973,48.5695228,-122.9570024,48.5688139,-122.9575386,241,253,9728,100837751.6,44981.16038
2.21704E+14,98572,98572,98572,Z5,ZCTA5 98572,B5,G6350,S,90510875,122372,46.552507,-123.3242857,46.5413368,-123.3283115,347,795,9729,191579994.3,87279.66498
2.21704E+14,98933,98933,98933,Z5,ZCTA5 98933,B5,G6350,S,72059526,0,46.4029289,-120.6375648,46.4029289,-120.6375648,393,1292,9730,151488923.6,99929.11778
2.21704E+14,99040,99040,99040,Z5,ZCTA5 99040,B5,G6350,S,276681745,3862844,47.9035056,-117.9989135,47.8984687,-118.0036777,304,825,9731,623834677.4,159022.2755
2.21704E+14,99356,99356,99356,Z5,ZCTA5 99356,B5,G6350,S,677258378,34526808,45.8345412,-120.3626113,45.8290792,-120.3600181,153,290,9732,1466019293,236120.1895
2.21704E+14,99151,99151,99151,Z5,ZCTA5 99151,B5,G6350,S,473252,0,48.6644646,-118.0612151,48.6644646,-118.0612151,86,215,9733,1083975.375,5914.605692
2.21704E+14,99350,99350,99350,Z5,ZCTA5 99350,B5,G6350,S,1554183106,4374279,46.1442905,-119.7096176,46.1424786,-119.7367515,4752,13240,9734,3246003055,438927.3474
2.21704E+14,98857,98857,98857,Z5,ZCTA5 98857,B5,G6350,S,433670208,5389922,46.9865524,-119.0370052,46.9900676,-119.0247613,1351,3999,9735,943066840,178614.8028
2.21704E+14,98830,98830,98830,Z5,ZCTA5 98830,B5,G6350,S,1062905720,3963903,47.8870288,-119.5231258,47.8807241,-119.5338892,253,531,9736,2370856712,349133.3059
2.21704E+14,99174,99174,99174,Z5,ZCTA5 99174,B5,G6350,S,70672,0,47.0072324,-117.3568866,47.0072324,-117.3568866,28,66,9737,151913.4688,1945.671598
2.21704E+14,99102,99102,99102,Z5,ZCTA5 99102,B5,G6350,S,882632,0,46.7921805,-117.2503604,46.7921805,-117.2503604,279,544,9738,1882206.219,7246.396989
2.21704E+14,99206,99206,99206,Z5,ZCTA5 99206,B5,G6350,S,60487681,265873,47.6275497,-117.2544617,47.6276499,-117.2546066,16297,39842,9739,133677645.7,75199.96909
2.21704E+14,99336,99336,99336,Z5,ZCTA5 99336,B5,G6350,S,34694757,3164184,46.2130324,-119.1794686,46.2140523,-119.1757304,20233,51127,9740,79043108.69,61773.48947
2.21704E+14,95612,95612,95612,Z5,ZCTA5 95612,B5,G6350,S,164742636,9151120,38.3864265,-121.5811548,38.3854649,-121.5742217,505,1317,9741,283466593.3,105455.7258
2.21704E+14,92325,92325,92325,Z5,ZCTA5 92325,B5,G6350,S,22633971,308820,34.2455282,-117.2750758,34.2466993,-117.2760268,6200,9892,9742,33658441.05,42566.93438
2.21704E+14,95528,95528,95528,Z5,ZCTA5 95528,B5,G6350,S,227613093,408577,40.493588,-123.9238747,40.4969858,-123.9308113,530,996,9743,394697443.9,137088.9096
2.21704E+14,92322,92322,92322,Z5,ZCTA5 92322,B5,G6350,S,8517650,0,34.2541707,-117.3225759,34.2541707,-117.3225759,887,1441,9744,12498415.13,21604.55829
2.21704E+14,93442,93442,93442,Z5,ZCTA5 93442,B5,G6350,S,115402976,2658854,35.3998172,-120.8058776,35.4013978,-120.7999355,6874,11390,9745,178082056,82061.30671
2.21704E+14,92135,92135,92135,Z5,ZCTA5 92135,B5,G6350,S,1089521,0,32.6949759,-117.1943543,32.6949759,-117.1943543,5,1610,9746,1542712.883,8500.717163
2.21704E+14,92352,92352,92352,Z5,ZCTA5 92352,B5,G6350,S,29871279,3045998,34.2681964,-117.1848559,34.2676864,-117.1867211,7532,7038,9747,48317358.53,70001.91767
2.21704E+14,95536,95536,95536,Z5,ZCTA5 95536,B5,G6350,S,421502887,3288713,40.510711,-124.2654795,40.5012414,-124.2099284,1360,2753,9748,735673469.2,130463.5581
2.21704E+14,95558,95558,95558,Z5,ZCTA5 95558,B5,G6350,S,436271454,762614,40.3267312,-124.2401196,40.3375803,-124.2611775,276,548,9749,752778120.3,160671.6956
2.21704E+14,95456,95456,95456,Z5,ZCTA5 95456,B5,G6350,S,29346938,569355,39.2586567,-123.7466038,39.2588858,-123.7591643,575,798,9750,49966377.86,45987.11722
2.21704E+14,95410,95410,95410,Z5,ZCTA5 95410,B5,G6350,S,77760741,1089284,39.2161785,-123.7003963,39.2349401,-123.6998535,603,974,9751,131537772.4,79129.51657
2.21704E+14,95679,95679,95679,Z5,ZCTA5 95679,B5,G6350,S,15300013,552714,38.9053649,-122.2674325,38.9165945,-122.2852761,49,91,9752,26215869.61,35223.02294
2.21704E+14,92339,92339,92339,Z5,ZCTA5 92339,B5,G6350,S,204453188,10732,34.0819265,-116.8384024,34.083932,-116.8373681,689,1053,9753,298810556.7,98106.36065
2.21704E+14,93950,93950,93950,Z5,ZCTA5 93950,B5,G6350,S,7272434,15197,36.6191836,-121.9256609,36.6191012,-121.925439,8121,15082,9754,11334803.95,19075.9845
2.21704E+14,95559,95559,95559,Z5,ZCTA5 95559,B5,G6350,S,47656744,87516,40.1898008,-123.7512025,40.1902812,-123.7482968,91,163,9755,81909020.69,47877.20047
2.21704E+14,95511,95511,95511,Z5,ZCTA5 95511,B5,G6350,S,106874377,562016,40.1697277,-123.5954027,40.1660276,-123.5841439,158,268,9756,184205797,91601.87084
2.21704E+14,92886,92886,92886,Z5,ZCTA5 92886,B5,G6350,S,33488432,52602,33.8951,-117.8017308,33.8954111,-117.8008294,17254,50001,9757,48804992.12,47538.15782
2.21704E+14,91913,91913,91913,Z5,ZCTA5 91913,B5,G6350,S,23557926,73830,32.6217386,-116.9860844,32.6228947,-116.9868919,16778,55923,9758,33407339.23,35139.56897
2.21704E+14,96073,96073,96073,Z5,ZCTA5 96073,B5,G6350,S,117135559,962954,40.590443,-122.2054459,40.5986009,-122.1949297,1829,4614,9759,205012037.4,115478.8159
2.21704E+14,96065,96065,96065,Z5,ZCTA5 96065,B5,G6350,S,355125922,4351717,40.8805995,-121.9542435,40.8901666,-121.9567855,260,409,9760,629455525.2,164563.2467
2.21704E+14,96088,96088,96088,Z5,ZCTA5 96088,B5,G6350,S,448109962,758744,40.5099096,-121.8885754,40.5108701,-121.8761124,2687,4781,9761,777349766.7,252285.8737
2.21704E+14,92008,92008,92008,Z5,ZCTA5 92008,B5,G6350,S,26937836,3726477,33.1436309,-117.3184078,33.1424801,-117.313444,12910,27282,9762,43857736.03,43016.90284
2.21704E+14,94130,94130,94130,Z5,ZCTA5 94130,B5,G6350,S,2281270,2394958,37.8196539,-122.3687048,37.8196555,-122.3686596,722,2747,9763,7506345.387,11235.77701
2.21704E+14,96017,96017,96017,Z5,ZCTA5 96017,B5,G6350,S,241916540,498788,41.1077781,-122.307512,41.10596,-122.3125167,159,169,9764,427389146.3,188876.5802
2.21704E+14,91978,91978,91978,Z5,ZCTA5 91978,B5,G6350,S,30923180,88959,32.7121041,-116.9410919,32.6989207,-116.9309592,3353,9949,9765,43928667.82,36379.29704
2.21704E+14,92070,92070,92070,Z5,ZCTA5 92070,B5,G6350,S,335183515,12660991,33.1851293,-116.740713,33.188575,-116.7432798,494,1093,9766,497972916.7,188489.2093
2.21704E+14,96143,96143,96143,Z5,ZCTA5 96143,B5,G6350,S,23903310,660985,39.2616815,-120.0281233,39.2605746,-120.0262906,2987,3965,9767,41030982.29,42728.44614
2.21704E+14,91906,91906,91906,Z5,ZCTA5 91906,B5,G6350,S,272324314,1848428,32.6623296,-116.4725363,32.6580495,-116.4760421,1429,3904,9768,387940840.9,170895.1378
2.21704E+14,96146,96146,96146,Z5,ZCTA5 96146,B5,G6350,S,104710293,66223,39.2255267,-120.2368232,39.2158973,-120.2451697,2496,1194,9769,174834828.3,96825.69299
2.21704E+14,92808,92808,92808,Z5,ZCTA5 92808,B5,G6350,S,12950214,0,33.8562467,-117.7402317,33.8562467,-117.7402317,7598,20056,9770,18826655.24,24610.00647
2.21704E+14,92310,92310,92310,Z5,ZCTA5 92310,B5,G6350,S,214220438,0,35.3344112,-116.7630136,35.3344112,-116.7630136,2467,8102,9771,322607419.9,123586.4865
2.21704E+14,92501,92501,92501,Z5,ZCTA5 92501,B5,G6350,S,14568609,200009,33.9950401,-117.3734942,33.9965229,-117.3741794,7609,22017,9772,21539628.21,29606.3755
2.21704E+14,94122,94122,94122,Z5,ZCTA5 94122,B5,G6350,S,8436145,84019,37.7611551,-122.4843076,37.7604592,-122.483894,23755,57160,9773,13655295.95,20275.00442
2.21704E+14,92242,92242,92242,Z5,ZCTA5 92242,B5,G6350,S,117117944,2592840,34.1901284,-114.3076942,34.1887788,-114.3064842,1453,1231,9774,175394415.1,101187.9285
2.21704E+14,92679,92679,92679,Z5,ZCTA5 92679,B5,G6350,S,65202073,60610,33.6526848,-117.5606461,33.6494382,-117.561405,10655,31016,9775,94431857.31,119632.0812
2.21704E+14,92692,92692,92692,Z5,ZCTA5 92692,B5,G6350,S,22259195,909266,33.6094835,-117.6439423,33.6121754,-117.6404517,18249,46434,9776,33490292.33,45012.69932
2.21704E+14,92675,92675,92675,Z5,ZCTA5 92675,B5,G6350,S,34670208,0,33.4997737,-117.6537035,33.4997737,-117.6537035,12319,35203,9777,49990218.31,42860.20241
2.21704E+14,95726,95726,95726,Z5,ZCTA5 95726,B5,G6350,S,370249781,1507764,38.7541818,-120.4197721,38.7619757,-120.4134947,4667,8985,9778,612191054.6,370894.0436
2.21704E+14,95721,95721,95721,Z5,ZCTA5 95721,B5,G6350,S,11709283,0,38.8234269,-120.0938454,38.81614,-120.0959985,325,32,9779,19319371.59,45542.09964
2.21704E+14,96130,96130,96130,Z5,ZCTA5 96130,B5,G6350,S,1294694637,122486074,40.5497776,-120.6306447,40.5490509,-120.6340321,7323,22121,9780,2457203392,409732.5186
2.21704E+14,96799,96799,96799,Z5,ZCTA5 96799,B5,G6350,S,197654134,6550891,-14.1820597,-170.3833425,-14.324258,-170.7511455,11807,49710,9781,218555765.6,244219.1368
2.21704E+14,49505,49505,49505,Z5,ZCTA5 49505,B5,G6350,S,22678051,564585,42.998406,-85.6369766,42.996477,-85.637735,14234,31444,9782,43472697.92,32731.62554
2.21704E+14,49099,49099,49099,Z5,ZCTA5 49099,B5,G6350,S,150290349,8343122,41.7914037,-85.674421,41.7932622,-85.6717519,2578,5623,9783,285588779,104483.1641
2.21704E+14,49042,49042,49042,Z5,ZCTA5 49042,B5,G6350,S,147928414,3585666,41.8566626,-85.6714206,41.8593747,-85.6693953,1974,4641,9784,273324790,105216.5711
2.21704E+14,49202,49202,49202,Z5,ZCTA5 49202,B5,G6350,S,32915795,86816,42.2673907,-84.4107102,42.2672063,-84.4108503,9575,19359,9785,60304628.75,75253.77524
2.21704E+14,49952,49952,49952,Z5,ZCTA5 49952,B5,G6350,S,202744691,3958408,46.6830553,-88.7839867,46.7013624,-88.7849452,163,138,9786,439027396.8,147568.6536
2.21704E+14,48220,48220,48220,Z5,ZCTA5 48220,B5,G6350,S,11454963,0,42.4580512,-83.1351955,42.4580512,-83.1351955,11677,21564,9787,21057779.26,23161.46554
2.21704E+14,49022,49022,49022,Z5,ZCTA5 49022,B5,G6350,S,174234607,8289518,42.1152373,-86.3692344,42.1125909,-86.3733766,13902,30143,9788,331929746.9,145142.4033
2.21704E+14,48725,48725,48725,Z5,ZCTA5 48725,B5,G6350,S,86640016,14815531,43.9421164,-83.210775,43.9439555,-83.2095933,2707,1983,9789,195736442.8,107021.7577
2.21704E+14,49776,49776,49776,Z5,ZCTA5 49776,B5,G6350,S,349038405,4094283,45.2463254,-83.6873056,45.2322018,-83.6803729,1111,1779,9790,712358288.5,201595.5052
2.21704E+14,49274,49274,49274,Z5,ZCTA5 49274,B5,G6350,S,159698872,2173471,41.8368781,-84.7641817,41.8466824,-84.7597842,1839,3699,9791,291831368.9,129928.4753
2.21704E+14,49458,49458,49458,Z5,ZCTA5 49458,B5,G6350,S,1209901,0,43.9481093,-86.1148665,43.9481093,-86.1148665,70,155,9792,2334722.156,10659.9885
2.21704E+14,49749,49749,49749,Z5,ZCTA5 49749,B5,G6350,S,167925641,23653387,45.4162788,-84.5789613,45.422081,-84.5846162,3393,4087,9793,388774609.4,178264.6201
2.21704E+14,49459,49459,49459,Z5,ZCTA5 49459,B5,G6350,S,205420238,3691266,43.7367397,-86.108055,43.7360743,-86.0956864,921,1451,9794,400689275.3,115020.4195
2.21704E+14,49655,49655,49655,Z5,ZCTA5 49655,B5,G6350,S,227479422,4106259,44.0271841,-85.4387661,44.0249317,-85.4320496,1754,3180,9795,448069973.1,134669.2269
2.21704E+14,49835,49835,49835,Z5,ZCTA5 49835,B5,G6350,S,218912123,26618936,45.7428058,-86.5719637,45.735776,-86.562598,606,784,9796,504052590.6,161096.5091
2.21704E+14,49677,49677,49677,Z5,ZCTA5 49677,B5,G6350,S,328042281,1991724,43.895316,-85.5426041,43.8963345,-85.5353497,3321,6787,9797,635740490.5,208534.206
2.21704E+14,48419,48419,48419,Z5,ZCTA5 48419,B5,G6350,S,201837969,2610081,43.42827,-82.6563041,43.435806,-82.6604283,1387,2381,9798,387786967.1,135962.7151
2.21704E+14,48427,48427,48427,Z5,ZCTA5 48427,B5,G6350,S,250699633,4790348,43.5378971,-82.7211024,43.5356379,-82.7254819,1548,2599,9799,486349489.8,155954.8763
2.21704E+14,49878,49878,49878,Z5,ZCTA5 49878,B5,G6350,S,1180063429,90198070,45.947121,-86.8677495,45.9467422,-86.8775295,2637,3566,9800,2626864564,349593.0764
2.21704E+14,48829,48829,48829,Z5,ZCTA5 48829,B5,G6350,S,175311159,497318,43.4002684,-85.0203647,43.3982054,-85.015378,1435,3426,9801,333158611.2,124907.3705
2.21704E+14,48888,48888,48888,Z5,ZCTA5 48888,B5,G6350,S,220773202,4421380,43.3089219,-85.0956516,43.3148151,-85.1060684,3018,6258,9802,425471684.3,140192.099
2.21704E+14,49653,49653,49653,Z5,ZCTA5 49653,B5,G6350,S,72041097,26385161,44.9717857,-85.7302044,44.9736311,-85.7239493,1382,2020,9803,196662992.8,109631.7182
2.21704E+14,48426,48426,48426,Z5,ZCTA5 48426,B5,G6350,S,97212347,223552,43.5085582,-83.0602694,43.5086184,-83.0651305,409,895,9804,185299791.6,75449.24854
2.21704E+14,49880,49880,49880,Z5,ZCTA5 49880,B5,G6350,S,560122137,2278230,46.1168696,-87.2250672,46.1110593,-87.2223026,735,971,9805,1170133363,208183.5775
2.21704E+14,48651,48651,48651,Z5,ZCTA5 48651,B5,G6350,S,183923879,6937096,44.2505826,-84.6168505,44.2547752,-84.614813,4057,4396,9806,372062317.8,169761.0616
2217026263056100,48824,48824,48824,Z5,ZCTA5 48824,B5,G6350,S,3147057,24354,42.7213411,-84.4760295,42.7216678,-84.4750111,25,2216,9807,5879161.34,15163.46788
2.21704E+14,48383,48383,48383,Z5,ZCTA5 48383,B5,G6350,S,43475227,2793479,42.6553185,-83.5348351,42.6556097,-83.5258239,5184,13171,9808,85591896.58,47427.72442
2.21704E+14,49230,49230,49230,Z5,ZCTA5 49230,B5,G6350,S,165805659,16805221,42.0969907,-84.2226641,42.0903948,-84.2173002,6199,10364,9809,331898954.9,122492.0327
2.21704E+14,49026,49026,49026,Z5,ZCTA5 49026,B5,G6350,S,75593952,2278935,42.3777951,-85.9627292,42.3768616,-85.9634347,1209,2170,9810,142791561.5,80524.42387
2.21704E+14,49080,49080,49080,Z5,ZCTA5 49080,B5,G6350,S,200569366,5554274,42.4608706,-85.5771288,42.4564263,-85.5883366,6638,15994,9811,378953794.1,154286.8897
2.21704E+14,49333,49333,49333,Z5,ZCTA5 49333,B5,G6350,S,205068248,10855993,42.6954511,-85.4634289,42.6950422,-85.4636736,5123,13427,9812,399948687.9,129440.6555
2.21704E+14,49078,49078,49078,Z5,ZCTA5 49078,B5,G6350,S,128290084,1788913,42.4658207,-85.7284657,42.4725097,-85.7328493,3883,9483,9813,239185065.3,102811.7191
2.21704E+14,49318,49318,49318,Z5,ZCTA5 49318,B5,G6350,S,51957360,438700,43.2231863,-85.8298079,43.2272759,-85.8204312,589,1530,9814,98718185,70352.39008
2.21704E+14,48532,48532,48532,Z5,ZCTA5 48532,B5,G6350,S,41322761,160589,43.012038,-83.7942927,43.0110682,-83.7948753,8935,19247,9815,77624046.51,59948.72034
2.21704E+14,48853,48853,48853,Z5,ZCTA5 48853,B5,G6350,S,1639149,18524,43.1036554,-84.6899939,43.099962,-84.6885151,254,545,9816,3111072.164,8529.246806
2.21704E+14,49806,49806,49806,Z5,ZCTA5 49806,B5,G6350,S,90787634,46309544,46.4546586,-86.9163205,46.4524138,-86.9011614,586,480,9817,288760201.2,153196.7323
2.21704E+14,49930,49930,49930,Z5,ZCTA5 49930,B5,G6350,S,128169831,17651359,47.1557934,-88.5353824,47.2029855,-88.5762949,3477,7135,9818,315195509.7,136573.3454
2.21704E+14,48815,48815,48815,Z5,ZCTA5 48815,B5,G6350,S,69509617,1585019,42.8415712,-85.2538417,42.8343711,-85.2585846,976,2297,9819,132304062.1,64500.99266
2.21704E+14,48362,48362,48362,Z5,ZCTA5 48362,B5,G6350,S,26159559,3981571,42.7820131,-83.2696204,42.7823511,-83.2694228,6279,15001,9820,55984175.03,39719.35527
2.21704E+14,16640,16640,16640,Z5,ZCTA5 16640,B5,G6350,S,36002967,268090,40.7065436,-78.5701555,40.7080011,-78.5723383,693,1064,9821,63181889.38,58622.63518
2.21704E+14,19535,19535,19535,Z5,ZCTA5 19535,B5,G6350,S,1963153,262,40.3391623,-75.7954451,40.3397289,-75.7943044,40,96,9822,3383155.004,11415.52422
2.21704E+14,19543,19543,19543,Z5,ZCTA5 19543,B5,G6350,S,55485137,887235,40.1696828,-75.8963431,40.1756205,-75.8949814,2193,6256,9823,96653696.16,63319.46373
2.21704E+14,17557,17557,17557,Z5,ZCTA5 17557,B5,G6350,S,82980038,380977,40.1032335,-76.0754005,40.1028652,-76.0751825,5571,14761,9824,142650005,100287.5806
2.21704E+14,17324,17324,17324,Z5,ZCTA5 17324,B5,G6350,S,138090840,637179,40.0361804,-77.227743,40.0303951,-77.2368462,1808,4232,9825,236932399.1,120457.325
2.21704E+14,19121,19121,19121,Z5,ZCTA5 19121,B5,G6350,S,6130997,446070,39.9823065,-75.1799628,39.9820706,-75.1798246,20419,41799,9826,11215333.63,16723.80247
2.21704E+14,17579,17579,17579,Z5,ZCTA5 17579,B5,G6350,S,37924850,215985,39.9593864,-76.1803413,39.9604064,-76.1807521,2367,6662,9827,64995238.77,54637.26914
2.21704E+14,19555,19555,19555,Z5,ZCTA5 19555,B5,G6350,S,38668406,1659597,40.4933067,-75.9499082,40.4943812,-75.9539208,1590,3594,9828,69805631.54,58813.97859
2.21704E+14,15951,15951,15951,Z5,ZCTA5 15951,B5,G6350,S,3815495,17354,40.3307335,-78.7720076,40.333188,-78.7706889,273,570,9829,6602735.824,14951.60334
2.21704E+14,15948,15948,15948,Z5,ZCTA5 15948,B5,G6350,S,1596198,0,40.4897331,-78.7670452,40.4897331,-78.7670452,249,525,9830,2762643.598,8596.138804
2.21704E+14,18070,18070,18070,Z5,ZCTA5 18070,B5,G6350,S,8178307,3774,40.4317433,-75.5389025,40.4304365,-75.5391964,345,875,9831,14137016.94,22154.92583
2.21704E+14,16444,16444,16444,Z5,ZCTA5 16444,B5,G6350,S,679443,33641,41.8706827,-80.1217803,41.8712237,-80.1207559,4,1202,9832,1286929.996,4741.736767
2.21704E+14,18013,18013,18013,Z5,ZCTA5 18013,B5,G6350,S,163223857,4432447,40.8551122,-75.1711617,40.8534684,-75.1653232,7436,17436,9833,293347108.9,111562.8218
2.21704E+14,15563,15563,15563,Z5,ZCTA5 15563,B5,G6350,S,142923930,1641,40.0962191,-78.9361652,40.0903549,-78.936657,1579,3008,9834,244528677.9,130513.0839
2.21704E+14,17532,17532,17532,Z5,ZCTA5 17532,B5,G6350,S,55410981,3156598,39.8573148,-76.2922465,39.8582223,-76.2879157,1255,3429,9835,99509527.58,70648.30511
2.21704E+14,18624,18624,18624,Z5,ZCTA5 18624,B5,G6350,S,47672655,1275175,41.0552873,-75.6208605,41.0607059,-75.6465604,1620,549,9836,86160581.96,49932.39153
2.21704E+14,15411,15411,15411,Z5,ZCTA5 15411,B5,G6350,S,48705054,4440158,39.7473427,-79.3435015,39.7473313,-79.3435163,584,592,9837,90010588.53,67385.32219
2.21704E+14,17360,17360,17360,Z5,ZCTA5 17360,B5,G6350,S,64857976,0,39.8519623,-76.7537226,39.8519623,-76.7537226,2432,6398,9838,110180286,75146.46913
2.21704E+14,18201,18201,18201,Z5,ZCTA5 18201,B5,G6350,S,45246064,0,40.951974,-75.9539249,40.951974,-75.9539249,12461,31310,9839,79397168.12,67711.99781
2.21704E+14,15954,15954,15954,Z5,ZCTA5 15954,B5,G6350,S,52476355,652001,40.4183445,-79.0005114,40.4178233,-78.9999497,1111,2153,9840,91759629.85,56797.88526
2.21704E+14,16040,16040,16040,Z5,ZCTA5 16040,B5,G6350,S,49957863,8983,41.0939911,-79.8453732,41.0938689,-79.841337,442,963,9841,88057233.64,56488.45784
2.21704E+14,18840,18840,18840,Z5,ZCTA5 18840,B5,G6350,S,106698508,1987220,41.9743471,-76.5297112,41.9730667,-76.5303712,5004,10505,9842,196782660.4,115222.3335
2.21704E+14,15853,15853,15853,Z5,ZCTA5 15853,B5,G6350,S,389568659,2916558,41.3924859,-78.793602,41.3923425,-78.7916306,3522,6457,9843,697981779.9,165698.221
2.21704E+14,15647,15647,15647,Z5,ZCTA5 15647,B5,G6350,S,208775,0,40.3426412,-79.7200343,40.3426412,-79.7200343,16,36,9844,359781.8984,4087.79105
2.21704E+14,16034,16034,16034,Z5,ZCTA5 16034,B5,G6350,S,48656504,8758,40.8605018,-79.7288018,40.8578661,-79.7149775,756,1769,9845,85163070.62,59595.41648
2.21704E+14,15632,15632,15632,Z5,ZCTA5 15632,B5,G6350,S,77092946,1796134,40.4380022,-79.6067476,40.4357194,-79.6055207,4334,9662,9846,136329978.4,92539.93799
2.21704E+14,15623,15623,15623,Z5,ZCTA5 15623,B5,G6350,S,3083869,0,40.3688576,-79.6226898,40.3688576,-79.6226898,322,760,9847,5318450.543,12779.07306
2.21704E+14,16052,16052,16052,Z5,ZCTA5 16052,B5,G6350,S,46729874,1868716,40.9057556,-80.0615166,40.8993493,-80.0616073,993,2283,9848,85161723.67,59730.18976
2.21704E+14,15671,15671,15671,Z5,ZCTA5 15671,B5,G6350,S,5979209,0,40.3602832,-79.3214252,40.3602832,-79.3214252,345,684,9849,10309147.78,18726.16346
2.21704E+14,16929,16929,16929,Z5,ZCTA5 16929,B5,G6350,S,110467553,8927,41.9735481,-77.1505363,41.9634056,-77.134908,1137,2506,9850,200020041.9,119147.9437
2.21704E+14,16936,16936,16936,Z5,ZCTA5 16936,B5,G6350,S,123304572,148537,41.9431578,-76.9583494,41.9511253,-76.9671126,1023,2111,9851,223303684.4,110856.2979
2.21704E+14,16925,16925,16925,Z5,ZCTA5 16925,B5,G6350,S,198983875,732078,41.9532316,-76.7899469,41.9485674,-76.7838099,1640,3328,9852,361361712.4,113280.1072
2.21704E+14,15851,15851,15851,Z5,ZCTA5 15851,B5,G6350,S,251337983,917686,41.101104,-78.9031514,41.102906,-78.910416,3066,6537,9853,444649627.5,169104.7458
2.21704E+14,16935,16935,16935,Z5,ZCTA5 16935,B5,G6350,S,128394788,20551,41.8703172,-77.3240528,41.8691786,-77.333696,637,1194,9854,231754346.3,110580.8295
2.21704E+14,16940,16940,16940,Z5,ZCTA5 16940,B5,G6350,S,1306027,0,41.9774806,-77.2337185,41.9774806,-77.2337185,33,58,9855,2364886.855,9564.6374
2.21704E+14,18337,18337,18337,Z5,ZCTA5 18337,B5,G6350,S,185835782,3854822,41.3340576,-74.8735677,41.3291098,-74.871787,7772,15519,9856,336737244.8,130392.6997
2.21704E+14,16937,16937,16937,Z5,ZCTA5 16937,B5,G6350,S,17977020,12825,41.9642041,-77.7100238,41.9678963,-77.7109411,91,152,9857,32561595.4,27996.20441
2.21704E+14,16253,16253,16253,Z5,ZCTA5 16253,B5,G6350,S,982644,0,40.9538079,-79.3411602,40.9566935,-79.3435468,70,161,9858,1724421.938,9485.248255
2.21704E+14,16020,16020,16020,Z5,ZCTA5 16020,B5,G6350,S,70366533,0,41.1164933,-79.8965345,41.1164933,-79.8965345,518,1155,9859,124092093.3,91878.65048
2.21704E+14,15829,15829,15829,Z5,ZCTA5 15829,B5,G6350,S,82656488,421089,41.1733449,-79.1932202,41.2095457,-79.2440371,586,1146,9860,146760626.5,98340.8087
2.21704E+14,16734,16734,16734,Z5,ZCTA5 16734,B5,G6350,S,1813802,2906,41.618081,-78.8442064,41.615684,-78.8473782,118,207,9861,3253149.992,8618.753692
2.21704E+14,15834,15834,15834,Z5,ZCTA5 15834,B5,G6350,S,528318689,1644625,41.5122653,-78.2780933,41.5007632,-78.3227829,2554,4078,9862,945927934.4,153281.8677
2.21704E+14,15772,15772,15772,Z5,ZCTA5 15772,B5,G6350,S,84785877,338933,40.8739385,-78.8998533,40.8702231,-78.8986755,693,1605,9863,149026114.9,74294.095
2.21704E+14,16670,16670,16670,Z5,ZCTA5 16670,B5,G6350,S,1667471,0,40.2584148,-78.5057898,40.2590345,-78.5077015,62,133,9864,2866405.539,12857.3459
2.21704E+14,15770,15770,15770,Z5,ZCTA5 15770,B5,G6350,S,12029694,53812,40.9952604,-79.1574937,41.0090966,-79.1367488,110,219,9865,21231574.53,39039.39799
2.21704E+14,15821,15821,15821,Z5,ZCTA5 15821,B5,G6350,S,86788062,977377,41.3586669,-78.3645113,41.3717651,-78.3970898,380,147,9866,155917501.3,78896.26317
2.21704E+14,16236,16236,16236,Z5,ZCTA5 16236,B5,G6350,S,170195,0,40.7812221,-79.5237128,40.7812221,-79.5237128,118,250,9867,297132.6719,3323.315812
2.21704E+14,16250,16250,16250,Z5,ZCTA5 16250,B5,G6350,S,11601166,0,40.7756518,-79.237832,40.7756518,-79.237832,159,404,9868,20250263.29,23217.90516
2.21704E+14,18324,18324,18324,Z5,ZCTA5 18324,B5,G6350,S,82541218,2360270,41.1470635,-75.0001103,41.1581428,-75.0006901,5451,9739,9869,149862854.5,91987.79317
